Date,Team,Block,Plot,Treatment,Region,Transect,Distance,Hits,Notes,SpeciesCode,Type,Status,LifeForm,Volunteer,SciName,NativeStatus,CommonName,AltSciName,Plant_Family
2020-04-28,"KS, PT",4,6,I,M,1,4.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,1,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,2,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,2,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,2,1.5,1,NA,SONASP,Plant,Alive,Forb,NA,Sonchus asper,Non-Native,pricky sowthistle,.,Asteraceae
2020-04-28,"KS, PT",4,6,I,M,2,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,2,2,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,6,I,M,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"KS, PT",4,6,I,M,2,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,2,2.5,1,NA,ARTCAL,Plant,Alive,Shrub,NA,Artemisia californica,Native,California Sage brush,.,Asteraceae
2020-04-28,"KS, PT",4,6,I,M,2,2.5,1,NA,SONASP,Plant,Alive,Forb,NA,Sonchus asper,Non-Native,pricky sowthistle,.,Asteraceae
2020-04-28,"KS, PT",4,6,I,M,2,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,2,3,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"KS, PT",4,6,I,M,2,3.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,2,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"KS, PT",4,6,I,M,2,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,2,4,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"KS, PT",4,6,I,M,2,4,1,NA,ARTCAL,Plant,Alive,Shrub,NA,Artemisia californica,Native,California Sage brush,.,Asteraceae
2020-04-28,"KS, PT",4,6,I,M,2,4.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,6,I,M,2,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"KS, PT",4,6,I,M,2,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,3,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,3,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,3,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,3,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"KS, PT",4,6,I,M,3,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,3,3,1,NA,PHAAQU,Plant,Alive,Grass,NA,Phalaris aquatica,Non-Native,harding grass,"Phalaris bulbosa, Phalaris commutata",Poaceae
2020-04-28,"KS, PT",4,6,I,M,3,3.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"KS, PT",4,6,I,M,3,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,3,4.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,3,4.5,1,NA,ENCCAL,Plant,Alive,Shrub,NA,Encelia californica,Native,Bush sunflower,.,Asteraceae
2020-04-28,"KS, PT",4,6,I,M,3,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,4,1,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,6,I,M,4,1,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"KS, PT",4,6,I,M,4,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,4,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"KS, PT",4,6,I,M,4,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,4,2.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"KS, PT",4,6,I,M,4,2.5,1,NA,PHAAQU,Plant,Alive,Grass,NA,Phalaris aquatica,Non-Native,harding grass,"Phalaris bulbosa, Phalaris commutata",Poaceae
2020-04-28,"KS, PT",4,6,I,M,4,2.5,1,NA,ERIFAS,Plant,Alive,Shrub,NA,Eriogonum fasciculatum,Native,California Buckwheat,.,Polygonaceae
2020-04-28,"KS, PT",4,6,I,M,4,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,4,3.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,6,I,M,4,3.5,1,NA,ENCCAL,Plant,Alive,Shrub,NA,Encelia californica,Native,Bush sunflower,.,Asteraceae
2020-04-28,"KS, PT",4,6,I,M,4,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,4,4.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,6,I,M,4,4.5,1,NA,SALMEL,Plant,Alive,Shrub,NA,Salvia mellifera,Native,Black Sage,.,Lamiaceae
2020-04-28,"KS, PT",4,6,I,M,4,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"KS, PT",4,6,I,M,5,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"KS, PT",4,6,I,M,5,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,5,1.5,1,NA,ARTCAL,Plant,Alive,Shrub,NA,Artemisia californica,Native,California Sage brush,.,Asteraceae
2020-04-28,"KS, PT",4,6,I,M,5,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,5,2,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"KS, PT",4,6,I,M,5,2,1,NA,ERIFAS,Plant,Alive,Shrub,NA,Eriogonum fasciculatum,Native,California Buckwheat,.,Polygonaceae
2020-04-28,"KS, PT",4,6,I,M,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"KS, PT",4,6,I,M,5,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"KS, PT",4,6,I,M,5,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,5,3.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,5,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,5,4.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,6,I,M,5,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,6,I,M,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"KS, PT",4,7,E,M,5,1,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,1,1,1,NA,ARTCAL,Plant,Alive,Shrub,NA,Artemisia californica,Native,California Sage brush,.,Asteraceae
2020-04-28,"KS, PT",4,7,E,M,1,1.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,1,2,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,1,2.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,1,3,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,1,3,1,NA,ARTCAL,Plant,Dead,Shrub,NA,Artemisia californica,Native,California Sage brush,.,Asteraceae
2020-04-28,"KS, PT",4,7,E,M,1,3.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,1,3.5,1,NA,FESMYU,Plant,Alive,Grass,NA,Festuca myuros,Non-Native,rattail grass,Vulpia myuros,Poaceae
2020-04-28,"KS, PT",4,7,E,M,1,4,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,1,4.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,1,5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,1,5,1,NA,EROCIC,Plant,Alive,Forb,NA,Erodium cicutarium,Non-Native,red stem filaree,.,Geraniaceae
2020-04-28,"KS, PT",4,7,E,M,2,1,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,2,1.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,2,2,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,2,2.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,2,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,2,3.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,2,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,2,4.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,2,5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,3,1,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,3,1,1,NA,ENCCAL,Plant,Alive,Shrub,NA,Encelia californica,Native,Bush sunflower,.,Asteraceae
2020-04-28,"KS, PT",4,7,E,M,3,1,1,NA,CENMEL,Plant,Alive,Forb,NA,Centaurea melitensis,Non-Native,"tocalote, malta star thistle",.,Asteraceae
2020-04-28,"KS, PT",4,7,E,M,3,1.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,3,2,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,3,2,1,NA,FESMYU,Plant,Alive,Grass,NA,Festuca myuros,Non-Native,rattail grass,Vulpia myuros,Poaceae
2020-04-28,"KS, PT",4,7,E,M,3,2.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,3,2.5,1,NA,CENMEL,Plant,Alive,Forb,NA,Centaurea melitensis,Non-Native,"tocalote, malta star thistle",.,Asteraceae
2020-04-28,"KS, PT",4,7,E,M,3,3,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,3,3.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,3,3.5,1,NA,ERIFAS,Plant,Alive,Shrub,NA,Eriogonum fasciculatum,Native,California Buckwheat,.,Polygonaceae
2020-04-28,"KS, PT",4,7,E,M,3,4,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,3,4.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,3,4.5,1,NA,ENCCAL,Plant,Alive,Shrub,NA,Encelia californica,Native,Bush sunflower,.,Asteraceae
2020-04-28,"KS, PT",4,7,E,M,3,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,4,1,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,4,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,4,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,4,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,4,3,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,4,3.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,4,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,4,4.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,4,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,5,1,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,5,1.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,5,2,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"KS, PT",4,7,E,M,5,2,1,NA,CENMEL,Plant,Alive,Forb,NA,Centaurea melitensis,Non-Native,"tocalote, malta star thistle",.,Asteraceae
2020-04-28,"KS, PT",4,7,E,M,5,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,5,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,5,3.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,5,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"KS, PT",4,7,E,M,5,4.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,5,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,7,E,M,5,5,1,NA,ARTCAL,Plant,Alive,Shrub,NA,Artemisia californica,Native,California Sage brush,.,Asteraceae
2020-04-28,"KS, PT",4,7,E,M,5,5,1,NA,ARTCAL,Plant,Dead,Shrub,NA,Artemisia californica,Native,California Sage brush,.,Asteraceae
2020-04-28,"KS, PT",4,7,E,M,5,5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,1,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,1,1,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,1,1,1,NA,EROMOS,Plant,Alive,Forb,NA,Erodium moschatum,Non-Native,white stem filaree,.,Geraniaceae
2020-04-28,"KS, PT",4,8,A,C,1,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,1,1.5,1,NA,EROMOS,Plant,Alive,Forb,NA,Erodium moschatum,Non-Native,white stem filaree,.,Geraniaceae
2020-04-28,"KS, PT",4,8,A,C,1,1.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"KS, PT",4,8,A,C,1,2,1,NA,S,Ground,NA,NA,NA,stem,NA,stem,NA,NA
2020-04-28,"KS, PT",4,8,A,C,1,2,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"KS, PT",4,8,A,C,1,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,1,2.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"KS, PT",4,8,A,C,1,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,1,3,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,1,3,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"KS, PT",4,8,A,C,1,3.5,1,NA,S,Ground,NA,NA,NA,stem,NA,stem,NA,NA
2020-04-28,"KS, PT",4,8,A,C,1,3.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,1,3.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"KS, PT",4,8,A,C,1,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,1,4,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,1,4,1,NA,AVEFAT,Plant,Alive,Grass,NA,Avena fatua,Non-Native,wild oat,.,Poaceae
2020-04-28,"KS, PT",4,8,A,C,1,4,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"KS, PT",4,8,A,C,1,4.5,1,NA,T,Ground,NA,NA,NA,thatch,NA,thatch,NA,NA
2020-04-28,"KS, PT",4,8,A,C,1,4.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,1,4.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"KS, PT",4,8,A,C,1,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,1,5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,1,5,1,NA,AVEFAT,Plant,Alive,Grass,NA,Avena fatua,Non-Native,wild oat,.,Poaceae
2020-04-28,"KS, PT",4,8,A,C,2,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,2,1,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,2,1,1,NA,EROMOS,Plant,Alive,Forb,NA,Erodium moschatum,Non-Native,white stem filaree,.,Geraniaceae
2020-04-28,"KS, PT",4,8,A,C,2,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,2,1.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,2,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,2,2,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,2,2,1,NA,AVEFAT,Plant,Alive,Grass,NA,Avena fatua,Non-Native,wild oat,.,Poaceae
2020-04-28,"KS, PT",4,8,A,C,2,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,2,2.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,2,2.5,1,NA,EROMOS,Plant,Alive,Forb,NA,Erodium moschatum,Non-Native,white stem filaree,.,Geraniaceae
2020-04-28,"KS, PT",4,8,A,C,2,3,1,NA,T,Ground,NA,NA,NA,thatch,NA,thatch,NA,NA
2020-04-28,"KS, PT",4,8,A,C,2,3,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"KS, PT",4,8,A,C,2,3,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,2,3,1,NA,EROMOS,Plant,Alive,Forb,NA,Erodium moschatum,Non-Native,white stem filaree,.,Geraniaceae
2020-04-28,"KS, PT",4,8,A,C,2,3.5,1,NA,T,Ground,NA,NA,NA,thatch,NA,thatch,NA,NA
2020-04-28,"KS, PT",4,8,A,C,2,3.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,2,3.5,1,NA,EROMOS,Plant,Alive,Forb,NA,Erodium moschatum,Non-Native,white stem filaree,.,Geraniaceae
2020-04-28,"KS, PT",4,8,A,C,2,4,1,NA,T,Ground,NA,NA,NA,thatch,NA,thatch,NA,NA
2020-04-28,"KS, PT",4,8,A,C,2,4,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,2,4,1,NA,AVEFAT,Plant,Alive,Grass,NA,Avena fatua,Non-Native,wild oat,.,Poaceae
2020-04-28,"KS, PT",4,8,A,C,2,4,1,NA,EROMOS,Plant,Alive,Forb,NA,Erodium moschatum,Non-Native,white stem filaree,.,Geraniaceae
2020-04-28,"KS, PT",4,8,A,C,2,4.5,1,NA,T,Ground,NA,NA,NA,thatch,NA,thatch,NA,NA
2020-04-28,"KS, PT",4,8,A,C,2,4.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,2,4.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"KS, PT",4,8,A,C,2,4.5,1,NA,EROMOS,Plant,Alive,Forb,NA,Erodium moschatum,Non-Native,white stem filaree,.,Geraniaceae
2020-04-28,"KS, PT",4,8,A,C,2,5,1,NA,T,Ground,NA,NA,NA,thatch,NA,thatch,NA,NA
2020-04-28,"KS, PT",4,8,A,C,2,5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,3,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,3,1,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,3,1,1,NA,PHAAQU,Plant,Alive,Grass,NA,Phalaris aquatica,Non-Native,harding grass,"Phalaris bulbosa, Phalaris commutata",Poaceae
2020-04-28,"KS, PT",4,8,A,C,3,1,1,NA,EROMOS,Plant,Alive,Forb,NA,Erodium moschatum,Non-Native,white stem filaree,.,Geraniaceae
2020-04-28,"KS, PT",4,8,A,C,3,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,3,1.5,1,NA,EROMOS,Plant,Alive,Forb,NA,Erodium moschatum,Non-Native,white stem filaree,.,Geraniaceae
2020-04-28,"KS, PT",4,8,A,C,3,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,3,2,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"KS, PT",4,8,A,C,3,2,1,NA,EROMOS,Plant,Alive,Forb,NA,Erodium moschatum,Non-Native,white stem filaree,.,Geraniaceae
2020-04-28,"KS, PT",4,8,A,C,3,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"KS, PT",4,8,A,C,3,2.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
